elevation,slope,rainfall_3day,distance_river,clay_percent,land_cover,population,flooded
1206.3,0.5,75.3,5434,60.6,40,278,0
1544.7,0.42,141.9,1067,39.3,40,247,1
1568.2,12.28,15.5,2112,59.5,40,284,0
1553.2,0.05,32.7,2857,28.4,40,513,0
1100.0,3.35,40.8,296,39.5,40,322,1
1182.8,2.1,12.5,1764,51.9,40,218,0
1158.5,6.45,133.3,135,37.7,40,225,1
1526.4,5.82,90.0,663,32.2,30,130,0
1579.2,22.0,6.7,183,44.6,20,66,0
1596.0,2.31,53.3,120,50.2,40,182,0
1499.0,1.09,10.0,381,34.9,10,83,0
1386.5,1.04,20.5,2929,55.1,10,183,0
1250.0,8.66,102.2,20,29.6,30,25,0
1723.9,0.08,76.8,2728,62.8,20,107,0
1609.3,3.25,52.4,123,36.1,30,87,0
1145.7,4.41,6.3,125,29.1,30,96,0
1305.8,1.34,90.0,697,22.3,10,32,0
1109.3,1.63,31.7,2174,38.3,30,98,0
1134.5,0.41,56.3,316,42.3,10,92,1
1250.0,18.9,25.2,1844,44.7,30,21,0
1185.1,0.5,31.4,855,50.4,40,124,1
1359.4,5.89,8.7,640,34.9,30,70,0
1141.0,1.11,73.5,88,33.9,40,134,1
1313.4,0.5,10.7,1391,26.9,10,78,0
1254.7,0.59,3.3,244,28.9,10,124,0
1260.7,0.33,2.7,426,39.9,40,219,0
1320.3,7.58,31.6,487,28.9,40,611,0
1255.3,1.32,50.0,28,54.0,20,100,0
1249.7,2.2,9.7,978,62.0,30,78,0
1322.3,0.41,9.6,600,35.9,10,55,0
1287.2,5.93,5.0,549,44.6,40,433,0
1587.2,0.71,59.4,45,20.9,30,112,0
1111.1,15.6,36.4,840,29.9,30,57,0
1250.0,5.08,5.5,568,28.7,40,236,0
1555.5,0.03,56.2,64,42.1,10,37,0
1164.0,2.86,16.3,600,54.2,30,160,0
1605.6,0.89,77.3,5634,59.4,30,185,0
1301.5,1.5,1.4,1024,41.7,30,102,0
1281.8,4.11,90.0,1739,41.8,10,132,0
1250.0,21.67,51.6,2355,50.5,80,62,0
1204.5,6.9,0.5,411,48.4,50,1244,0
1249.7,8.0,41.5,444,32.8,40,316,0
1172.7,0.03,41.1,600,20.7,40,112,0
1369.9,1.19,5.4,600,25.3,40,249,0
1623.5,0.74,17.3,286,41.3,40,179,0
1405.8,0.2,26.7,600,37.0,40,413,0
1191.6,7.14,149.4,600,23.8,40,262,1
1336.9,2.18,11.3,955,20.2,20,122,0
1126.5,1.24,31.3,2771,54.8,10,138,0
1198.0,6.24,26.3,600,22.5,80,91,1
1388.2,3.73,100.7,2828,53.6,10,134,0
1122.7,9.75,27.2,62,15.0,50,825,0
1559.2,2.2,2.8,600,56.2,40,608,0
1410.0,1.84,124.7,3018,51.5,40,114,0
1113.6,3.51,3.3,60,37.1,20,48,0
1204.1,2.44,35.7,600,55.8,30,62,0
1250.0,2.29,69.9,3600,37.7,40,239,0
1353.9,4.46,17.1,316,48.2,40,403,0
1658.4,10.95,143.0,600,32.3,40,237,0
1361.6,1.34,155.0,82,54.3,40,183,1
1334.4,5.96,90.0,1148,46.4,30,92,0
1174.1,20.79,14.0,54,32.5,40,587,0
1248.1,8.85,54.8,449,25.5,80,84,1
1525.1,0.8,55.4,284,36.0,80,151,1
1538.0,8.42,43.8,2273,41.9,40,319,0
1178.6,2.59,6.5,800,42.6,10,36,0
1187.0,1.13,69.1,708,36.8,10,62,1
1304.1,4.53,80.5,1649,27.9,40,363,0
1100.0,1.0,27.6,600,51.0,40,0,1
1245.8,3.2,13.1,782,38.4,40,243,0
1468.8,2.05,58.6,387,29.0,40,206,0
1455.2,9.97,28.3,247,64.6,40,489,0
1706.6,0.07,32.7,99,25.0,10,109,0
1136.3,2.46,8.5,2636,42.8,80,87,1
1106.0,0.91,46.3,1843,37.8,30,150,0
1250.0,3.62,63.2,420,29.2,10,158,0
1378.0,0.5,14.6,25,36.7,40,621,0
1167.2,0.65,10.7,2176,32.9,80,218,1
1515.7,2.12,2.6,600,62.5,40,156,0
1260.3,1.64,61.5,1702,37.6,40,372,0
1255.1,3.26,50.0,600,26.2,50,645,0
1341.5,1.47,42.2,511,42.3,40,270,0
1160.7,0.62,40.1,1546,33.7,40,354,1
1455.3,0.06,24.0,20,18.5,30,74,0
1398.8,13.92,2.0,2890,51.4,30,58,0
1250.0,14.45,59.1,600,26.7,40,280,0
1413.6,3.2,90.0,777,32.1,40,383,0
1409.2,8.27,13.9,4303,32.8,30,103,0
1250.0,9.34,62.0,1238,32.8,40,176,0
1183.1,0.89,40.0,986,28.3,90,40,1
1122.0,4.61,29.1,368,28.1,40,94,0
1191.4,2.19,19.7,800,25.3,90,46,1
1485.3,5.0,3.0,164,30.2,50,1618,0
1485.8,0.18,11.6,3453,50.0,40,416,0
1250.0,22.0,15.9,179,28.4,10,29,0
1208.9,3.74,7.7,37,28.3,30,47,0
1101.6,1.18,154.5,143,17.8,40,323,1
1144.9,20.12,15.8,186,15.0,40,524,0
1346.4,4.76,95.3,1856,61.0,30,77,0
1262.8,22.0,155.0,1535,23.4,40,224,0
1410.3,1.06,118.4,5021,52.1,40,415,0
1140.1,0.94,52.9,294,65.0,30,43,1
1556.2,1.13,90.0,99,49.8,40,337,0
1688.9,0.7,19.4,154,34.1,30,122,0
1146.1,0.5,13.6,98,49.8,10,107,0
1268.1,1.93,112.6,27,60.1,20,55,1
1100.3,0.5,75.8,1177,45.8,10,75,1
1250.0,1.7,25.1,865,34.6,40,413,0
1588.8,11.52,90.0,130,35.0,40,325,0
1615.9,0.2,155.0,170,24.5,40,114,1
1456.4,0.94,39.8,3400,60.9,40,235,0
1100.0,0.85,4.2,401,27.1,40,399,0
1199.2,0.32,112.0,118,55.9,40,318,1
1861.3,7.21,1.7,264,21.9,40,338,0
1389.6,1.94,72.0,36,38.2,40,381,0
1250.0,1.05,9.5,109,22.9,40,405,0
1270.7,3.6,12.4,800,47.1,40,364,0
1100.0,7.36,7.5,147,28.6,20,21,0
1157.9,0.63,3.3,616,47.5,40,343,0
1484.7,0.05,103.3,662,15.0,40,288,0
1320.8,15.11,36.5,3031,24.5,40,354,0
1150.6,9.66,74.8,77,45.3,10,125,1
1105.5,1.21,50.0,2416,32.7,30,117,0
1198.6,2.29,43.9,271,39.4,40,358,1
1293.7,1.36,72.0,600,35.9,10,69,0
1594.9,0.84,7.8,265,35.7,30,0,0
1154.1,0.15,143.2,759,25.9,30,54,1
1186.9,3.47,52.5,600,35.2,30,124,0
1464.6,1.3,62.5,127,42.9,30,69,0
1392.7,5.48,88.7,106,24.5,40,276,0
1326.6,2.77,19.3,664,48.5,30,61,0
1101.3,0.17,28.4,710,23.2,40,254,1
1364.3,0.37,6.6,602,33.0,40,194,0
1128.9,9.34,96.8,6000,49.0,40,440,0
1859.3,9.98,15.1,600,15.0,30,70,0
1572.4,1.02,11.7,663,58.4,30,95,0
1181.9,1.01,29.4,20,52.4,50,775,0
1362.7,0.14,86.8,29,25.2,40,261,0
1375.9,0.65,77.8,600,63.5,40,276,1
1408.3,8.68,56.0,600,26.9,10,48,0
1250.0,0.27,36.0,368,38.9,10,49,0
1160.5,0.67,22.1,1053,44.8,20,62,0
1552.9,8.76,51.6,231,44.9,20,126,0
1379.8,6.0,10.9,3007,52.8,20,99,0
1250.0,0.5,102.4,818,41.8,30,110,1
1250.0,0.97,155.0,4228,54.8,30,133,1
1101.4,4.4,155.0,2486,52.5,40,369,1
1261.8,8.2,10.3,374,29.7,40,263,0
1169.0,22.0,68.2,1554,50.9,10,82,0
1430.2,5.95,49.6,271,45.6,90,97,0
1350.3,2.41,110.2,1267,55.8,40,650,1
1504.5,0.22,11.7,703,39.5,20,74,0
1154.8,1.2,19.9,4204,41.5,20,52,0
1153.6,2.54,86.8,121,26.3,10,38,1
1267.4,5.0,69.0,2826,22.9,40,332,0
1349.2,0.5,10.0,600,45.4,30,78,0
1274.4,8.03,17.4,1572,44.3,10,25,0
1135.9,4.26,121.4,211,58.6,40,648,1
1191.8,1.04,13.4,93,49.3,40,338,0
1503.1,2.1,38.8,1611,49.2,30,18,0
1250.0,1.23,1.8,1641,39.8,40,613,0
1250.0,2.85,7.4,83,36.0,20,58,0
1509.7,8.6,96.9,3925,37.1,40,360,0
1617.5,0.59,60.2,1315,57.6,30,3,0
1204.8,0.06,46.4,581,27.4,40,278,0
1482.0,1.37,37.4,2115,36.0,40,216,0
1466.1,12.08,6.9,58,21.5,10,41,0
1606.0,1.44,19.6,784,65.0,10,65,0
1135.7,6.25,53.9,773,30.8,30,48,1
1447.2,3.81,42.1,600,51.5,10,93,0
1345.9,1.07,18.4,434,44.3,30,37,0
1340.1,2.86,22.3,1425,27.3,10,32,0
1187.0,0.69,1.1,286,37.6,30,74,0
1173.8,0.46,0.6,618,31.8,30,93,0
1189.5,3.48,19.1,800,31.5,50,1705,0
1118.9,2.46,38.2,734,33.3,50,373,0
1381.0,2.46,53.0,20,48.2,30,107,0
1264.4,4.84,139.0,139,23.6,40,373,1
1253.9,1.92,27.5,58,30.1,90,33,1
1418.0,13.95,10.0,600,16.9,40,452,0
1250.0,1.41,35.1,967,53.2,40,422,0
1513.6,1.62,19.0,191,48.6,40,388,0
1600.8,0.5,70.0,609,51.7,80,36,1
1634.8,1.35,26.7,600,28.4,30,145,0
1448.1,0.88,55.7,659,38.9,10,145,0
1414.5,4.05,0.7,600,34.8,10,131,0
1226.5,0.93,95.7,2115,56.3,40,273,1
1607.7,1.13,48.4,20,33.4,40,446,0
1488.8,0.7,23.3,3968,53.1,30,127,0
1478.9,1.52,0.5,3327,52.5,30,43,0
1451.0,1.27,155.0,872,27.8,40,279,1
1541.9,1.51,31.8,1142,35.9,30,116,0
1486.1,0.49,59.8,1596,36.9,40,281,0
1100.0,6.84,102.8,1763,47.1,40,393,1
1328.5,0.23,48.1,600,32.2,40,320,0
1294.2,0.5,53.3,664,29.4,20,110,0
1385.5,0.67,37.9,690,27.0,50,610,0
1597.5,3.32,75.3,97,24.0,10,15,0
1233.8,2.45,7.6,2277,15.0,40,279,0
1525.6,3.91,90.0,251,51.6,40,486,0
1354.0,6.48,28.4,2141,36.8,40,444,0
1183.2,1.54,1.9,185,55.1,40,472,0
1240.4,2.84,21.5,35,50.0,30,105,0
1242.7,1.01,10.0,379,50.7,40,510,0
1462.2,0.64,2.9,616,45.3,30,105,0
1406.7,1.02,24.3,800,25.0,40,404,0
1743.1,2.64,12.1,600,28.2,10,46,0
1250.0,6.26,6.2,666,47.8,80,85,0
1176.7,1.94,79.8,600,23.7,80,112,1
1392.6,0.53,41.8,346,33.3,40,232,0
1618.6,2.35,12.0,1152,42.2,40,219,0
1411.7,0.99,23.6,1018,49.8,20,81,0
1392.5,0.06,12.4,70,34.1,40,319,0
1390.3,2.77,9.5,59,35.0,40,453,0
1130.4,0.65,30.5,4322,43.2,40,464,0
1480.8,0.93,31.2,972,18.7,40,356,0
1513.3,1.6,2.4,800,29.2,40,353,0
1347.3,1.34,28.2,2997,19.0,30,136,0
1352.3,0.21,1.3,600,60.5,50,1085,0
1479.4,0.37,22.8,600,50.9,40,326,0
1502.8,0.07,84.2,600,17.5,10,61,0
1298.4,1.42,16.4,600,27.3,40,455,0
1461.5,0.15,65.5,33,33.8,50,1410,0
1376.6,1.9,90.0,641,32.4,40,486,0
1137.0,1.03,77.0,800,26.8,40,205,1
1107.4,0.01,25.0,72,26.5,40,291,1
1430.6,3.37,5.0,600,34.2,50,1308,0
1186.6,1.14,54.5,600,37.3,90,105,1
1316.5,14.67,59.6,31,26.3,30,44,0
1190.1,20.02,21.4,600,18.4,40,461,0
1484.1,1.6,62.3,600,24.6,40,193,0
1243.9,0.09,54.1,1505,31.7,40,449,0
1674.5,19.04,90.0,502,37.0,40,232,0
1389.1,0.11,56.6,2828,37.1,40,495,0
1296.7,2.8,50.4,600,38.0,30,136,0
1480.5,1.77,4.6,632,65.0,20,52,0
1100.0,5.08,17.0,600,50.8,10,3,0
1483.8,4.35,18.8,600,22.1,40,361,0
1396.8,1.86,3.1,1189,35.3,30,131,0
1246.0,17.93,40.0,688,65.0,50,183,0
1520.2,2.35,25.2,80,60.4,30,111,0
1250.0,1.42,155.0,1622,25.8,30,93,1
1445.7,0.42,20.7,600,39.5,90,76,0
1369.4,4.92,3.2,2644,46.4,40,453,0
1100.0,22.0,2.0,1226,24.6,30,60,0
1654.8,13.45,8.7,600,45.4,50,1079,0
1454.9,0.85,26.9,600,53.8,40,365,0
1367.3,3.13,26.9,2224,15.0,40,390,0
1163.9,7.86,4.6,222,28.4,50,874,0
1506.6,2.23,81.0,3269,32.4,10,33,0
1138.9,1.5,47.6,61,57.0,30,53,1
1168.7,0.13,24.2,119,33.0,40,742,1
1386.7,0.61,24.2,600,48.1,30,19,0
1208.9,0.34,2.6,2373,34.0,80,67,0
1320.6,2.3,70.2,958,26.1,20,158,0
1250.0,6.26,16.3,210,41.1,30,83,0
1338.8,0.41,70.1,50,21.2,40,480,0
1197.1,0.98,4.1,600,31.2,40,345,0
1486.7,19.92,36.2,719,56.3,20,119,0
1250.0,19.94,122.6,203,31.3,10,82,0
1250.0,0.77,138.2,4388,28.1,90,71,1
1444.7,6.86,155.0,600,16.6,50,1497,0
1150.5,4.02,42.5,388,61.5,30,133,1
1553.2,1.5,48.7,471,33.7,40,446,0
1238.1,1.9,155.0,120,59.8,40,493,1
1166.6,2.29,16.8,34,61.6,50,1111,0
1430.2,16.05,155.0,4847,57.6,40,501,0
1201.6,4.08,27.7,41,32.7,40,391,0
1400.2,0.73,17.3,600,25.6,80,98,0
1456.9,0.11,2.3,389,24.7,40,530,0
1376.6,0.9,32.4,75,59.0,30,55,0
1707.4,0.07,48.6,832,46.9,40,269,0
1162.9,2.7,44.6,600,48.4,50,1195,1
1392.4,1.55,23.1,600,16.5,40,469,0
1158.5,2.39,123.4,346,45.1,50,1095,1
1654.4,2.91,26.1,29,23.3,50,1428,0
1135.7,0.39,56.3,976,55.5,30,74,1
1151.1,0.5,83.8,478,42.1,40,39,1
1250.0,2.04,35.3,2784,29.8,40,226,0
1306.5,0.6,89.4,108,34.6,10,98,0
1159.8,0.97,18.1,99,65.0,40,340,1
1466.7,5.22,2.0,600,16.0,20,57,0
1397.3,0.99,53.5,6000,29.7,40,314,0
1460.8,6.17,87.9,946,37.2,80,101,1
1200.6,1.1,11.2,1898,55.4,20,106,0
1434.0,1.18,2.3,1418,20.1,40,277,0
1176.7,0.5,15.4,1663,36.8,40,122,0
1526.3,20.78,11.7,600,30.6,40,486,0
1592.9,0.76,79.5,142,23.6,40,257,0
1187.1,0.69,19.0,197,25.3,30,56,0
1250.0,0.35,37.3,420,27.8,30,86,0
1319.3,5.19,4.7,114,43.9,20,87,0
1118.9,2.19,26.5,414,46.0,80,165,1
1333.7,2.16,90.0,70,56.3,40,274,0
1250.0,2.24,24.3,298,24.0,90,106,0
1121.3,1.05,99.4,600,37.2,40,231,1
1250.0,8.37,4.1,800,50.2,40,204,0
1258.5,0.99,2.7,354,24.1,40,767,0
1134.7,3.71,3.7,787,50.9,40,251,0
1208.4,3.07,16.5,1646,28.0,30,82,0
1164.4,1.26,131.1,600,48.3,30,66,1
1376.7,1.34,53.2,1029,16.4,10,118,0
1230.1,2.34,40.0,120,64.9,40,352,0
1356.7,0.58,90.0,600,36.6,40,291,0
1485.3,3.1,35.8,1446,22.4,10,133,0
1449.3,4.48,25.1,870,56.6,30,55,0
1250.0,2.7,23.5,3448,32.4,40,486,0
1114.4,2.08,23.5,1722,41.4,40,320,0
1196.9,2.55,62.6,1047,27.3,40,487,1
1177.7,9.67,103.6,600,21.7,90,96,1
1104.3,0.0,78.4,600,15.0,40,325,1
1269.9,2.44,18.0,266,30.5,10,58,0
1250.0,6.14,94.8,5251,39.2,30,97,0
1100.0,1.33,10.0,1086,43.8,30,68,0
1452.6,2.34,57.9,600,26.9,30,123,0
1166.1,2.89,90.0,308,44.6,40,573,1
1162.1,15.4,29.1,140,37.9,30,85,0
1614.5,0.59,13.1,5683,37.9,40,413,0
1117.0,8.19,21.8,600,40.5,40,357,0
1640.2,14.47,39.4,420,32.9,30,96,0
1115.2,1.13,51.9,20,23.7,30,93,1
1640.9,4.48,64.6,341,40.5,40,180,0
1461.0,3.95,17.2,20,60.3,50,1940,0
1685.6,0.42,5.2,2358,65.0,10,62,0
1335.6,5.58,5.0,150,45.3,40,380,0
1162.5,5.58,2.3,29,54.5,40,348,0
1519.5,0.8,90.0,600,59.5,40,126,0
1100.0,14.36,33.6,2437,58.0,40,628,0
1582.3,0.35,47.0,52,17.4,50,1876,0
1180.0,0.91,12.6,152,33.3,10,57,0
1250.0,3.68,90.0,618,61.2,30,155,1
1502.7,6.4,40.0,780,41.4,40,404,0
1216.1,3.04,31.0,697,31.7,40,310,0
1167.6,4.24,69.3,180,56.0,30,9,1
1120.6,7.97,27.3,761,52.3,40,399,1
1175.1,6.52,1.0,48,54.7,20,82,0
1671.5,6.94,10.6,600,59.5,50,1039,0
1544.2,0.68,11.6,600,32.4,40,389,0
1161.8,10.07,56.4,4752,37.2,30,45,0
1319.6,2.15,76.9,312,23.9,40,298,0
1593.0,0.87,4.0,3538,46.6,40,258,0
1159.8,3.26,6.9,600,35.5,30,34,0
1154.9,0.68,44.7,181,39.8,50,1550,0
1603.4,3.05,11.5,200,16.7,20,18,0
1456.1,1.04,11.9,600,56.9,40,471,0
1317.7,1.61,27.9,940,59.1,40,304,0
1166.2,1.65,33.3,398,38.4,40,310,1
1391.8,2.29,68.1,600,52.8,20,109,0
1666.2,2.13,122.1,600,56.7,40,344,0
1586.8,4.4,51.4,190,30.6,10,15,0
1620.9,0.27,24.0,249,60.9,40,305,0
1478.1,0.5,7.8,162,29.0,30,43,0
1170.8,0.46,94.5,38,44.4,40,392,1
1153.9,0.64,35.2,444,37.2,40,357,1
1701.7,8.93,17.7,1592,30.9,10,143,0
1468.8,13.55,10.0,4488,29.9,20,67,0
1460.0,2.25,31.1,2435,60.1,30,91,0
1451.5,3.29,28.1,600,58.7,50,1450,0
1548.2,0.83,13.2,959,44.9,40,285,0
1276.2,0.5,8.4,288,32.1,80,44,0
1322.1,5.83,90.0,1259,51.6,10,127,0
1253.8,0.34,18.4,370,49.4,10,50,0
1170.7,0.18,11.2,600,32.6,80,54,1
1598.5,10.91,41.9,600,34.2,40,370,0
1450.3,0.7,0.8,77,21.5,40,310,0
1586.4,3.85,8.8,360,46.8,80,136,0
1487.1,0.3,16.8,1222,58.0,90,158,0
1603.7,3.4,30.3,5657,34.9,10,44,0
1520.5,6.31,26.8,638,58.0,20,114,0
1395.4,15.94,10.9,600,28.4,20,46,0
1353.4,8.07,155.0,66,39.4,40,265,1
1386.2,4.43,3.1,43,38.7,30,108,0
1113.2,1.47,5.0,600,15.0,40,473,0
1364.4,0.12,3.7,2842,57.9,50,1024,0
1364.5,0.5,8.3,632,52.7,40,280,0
1553.9,0.07,13.0,5555,25.1,10,124,0
1489.2,4.4,25.1,600,41.2,40,385,0
1313.2,2.41,11.1,745,24.8,10,55,0
1135.9,1.45,155.0,1226,53.4,40,419,1
1178.8,2.1,155.0,802,19.2,30,40,1
1100.0,11.57,18.3,61,49.6,10,111,0
1258.4,2.27,25.1,58,35.8,40,380,0
1280.9,0.5,130.0,600,31.6,90,36,1
1451.6,1.13,10.0,440,24.1,90,134,0
1250.0,1.01,20.3,105,36.4,30,79,0
1160.1,22.0,50.4,1652,22.4,40,559,0
1371.1,0.15,27.8,1962,26.2,40,332,0
1250.0,0.99,5.7,853,38.2,40,265,0
1227.3,0.13,29.1,246,51.4,40,271,0
1426.2,0.65,10.5,989,15.0,90,124,0
1241.6,1.13,155.0,999,24.1,20,86,1
1465.9,1.06,45.8,784,65.0,40,54,0
1369.4,3.08,64.0,600,48.7,40,591,0
1144.9,10.23,33.1,600,32.1,30,95,0
1628.6,2.47,67.2,600,50.8,30,68,0
1490.4,4.77,3.5,204,26.7,20,120,0
1420.3,5.88,13.5,1258,53.0,80,53,0
1250.0,10.21,94.2,1174,22.3,50,839,0
1484.1,3.1,24.6,2767,64.8,40,418,0
1400.5,0.77,79.2,161,19.9,40,267,0
1372.0,13.73,8.4,135,39.0,30,40,0
1142.0,0.56,18.5,1274,54.5,40,202,0
1127.8,7.79,28.9,4420,23.7,10,101,0
1207.0,0.5,14.1,638,49.1,40,511,0
1337.1,5.75,25.0,520,35.9,50,1071,0
1433.7,0.75,29.4,281,63.1,40,28,0
1717.5,1.74,14.7,20,21.4,40,513,0
1101.9,0.5,65.5,600,22.9,10,110,1
1382.8,1.13,47.9,600,39.4,30,58,0
1194.0,1.51,89.2,4995,25.6,40,146,1
1180.2,1.46,25.4,745,46.0,10,46,0
1336.6,0.22,11.6,4420,61.2,30,85,0
1250.0,5.71,70.1,600,43.0,30,89,0
1231.4,1.7,7.9,110,36.3,40,243,0
1545.3,1.85,4.8,518,50.8,30,148,0
1100.0,0.72,155.0,53,59.6,40,492,1
1250.0,8.58,50.0,3830,25.1,40,464,0
1387.2,2.3,53.1,4334,45.6,20,85,0
1349.6,6.72,58.1,132,33.3,20,51,0
1283.7,0.56,75.1,1983,39.0,40,293,0
1342.9,0.97,23.7,232,49.2,40,586,0
1514.1,5.22,54.7,1277,27.2,30,110,0
1413.6,0.52,13.1,706,44.6,40,496,0
1216.4,0.18,2.3,1099,20.6,20,114,0
1155.1,4.19,18.7,188,58.1,30,136,0
1535.3,8.13,45.8,37,58.7,40,306,0
1491.9,2.99,98.1,84,39.9,30,36,0
1445.4,0.5,105.5,1520,17.8,40,462,0
1193.7,5.43,13.1,1213,47.5,20,91,0
1134.9,0.45,54.8,2948,31.1,20,93,0
1167.8,1.15,70.7,600,15.0,30,108,1
1181.3,0.17,6.1,124,39.8,30,19,0
1703.4,7.75,35.0,178,40.2,50,827,0
1442.1,1.53,70.0,548,41.1,10,87,0
1250.0,5.26,29.5,115,52.9,90,98,0
1613.4,0.23,87.0,220,55.2,90,42,1
1351.7,0.77,1.3,289,49.8,40,171,0
1119.6,2.42,149.5,311,52.5,40,444,1
1266.0,0.51,90.0,69,27.7,80,122,1
1422.5,1.04,155.0,600,33.9,30,77,1
1308.6,14.34,28.3,55,54.7,30,56,0
1398.8,4.22,10.7,3353,24.4,10,40,0
1250.0,1.67,8.0,600,39.9,40,494,0
1149.9,1.48,44.9,600,21.8,20,119,0
1431.1,12.09,38.8,527,40.2,80,157,0
1594.6,4.66,82.3,418,50.0,40,276,0
1250.0,22.0,8.2,33,32.2,80,39,0
1425.8,6.94,31.6,600,43.0,30,75,0
1395.3,1.65,56.4,600,47.6,40,389,0
1148.3,8.57,15.9,45,42.5,40,244,0
1250.0,2.38,27.0,94,54.0,30,99,0
1374.3,0.95,22.6,2575,65.0,50,1215,0
1474.7,1.66,136.7,150,35.1,40,641,1
1274.1,0.5,4.0,1153,22.6,20,85,0
1573.5,4.38,5.3,1138,49.6,90,113,0
1459.7,14.32,14.4,1753,23.3,40,517,0
1290.6,6.23,22.6,600,19.2,30,138,0
1409.6,2.55,27.7,1952,27.9,30,200,0
1544.3,8.59,4.6,436,27.9,40,256,0
1331.8,10.33,29.1,600,20.5,40,327,0
1662.9,0.3,19.7,6000,26.0,40,286,0
1250.0,2.45,2.0,3156,58.2,40,331,0
1202.6,14.82,78.2,1033,21.3,20,131,0
1474.9,1.12,3.8,600,29.2,30,94,0
1134.9,0.5,66.7,311,21.6,40,313,1
1598.8,1.29,84.7,502,26.1,40,444,0
1418.3,3.0,34.5,2671,25.7,10,86,0
1288.4,4.04,30.3,290,27.0,30,105,0
1115.4,0.13,15.5,410,41.3,80,97,1
1297.3,0.5,35.4,600,29.5,50,1429,0
1250.0,8.01,8.8,600,31.3,40,322,0
1536.9,4.0,50.0,35,35.0,10,70,0
1330.6,0.04,61.4,262,37.3,40,233,1
1250.0,4.01,7.4,600,35.2,10,119,0
1156.3,0.26,10.4,600,29.2,40,405,0
1664.6,1.25,10.0,2227,48.4,40,455,0
1501.6,2.69,73.8,225,58.4,40,210,0
1132.1,8.35,13.7,984,56.6,10,64,0
1189.6,0.5,7.1,2457,45.5,40,376,0
1317.9,0.86,4.7,5199,24.7,40,330,0
1622.6,0.76,155.0,653,21.6,40,306,1
1219.9,1.07,24.3,600,46.4,40,461,0
1345.3,2.88,41.4,211,29.5,10,98,0
1150.8,3.6,68.1,1385,51.8,40,155,1
1402.9,2.19,53.5,600,36.3,40,254,0
1218.1,3.61,90.0,600,49.2,30,107,0
1320.7,3.68,1.8,180,32.7,40,328,0
1197.5,13.0,118.5,505,52.9,40,191,1
1334.9,0.51,78.4,1285,41.3,40,139,0
1577.1,2.48,123.4,600,56.5,20,148,0
1561.1,4.39,15.7,714,24.7,30,115,0
1359.8,3.56,47.5,477,48.7,90,115,0
1563.3,7.73,6.9,600,32.2,40,312,0
1542.4,3.36,28.0,143,60.3,10,62,0
1354.4,0.84,8.7,787,40.8,50,875,0
1182.7,1.09,68.8,1788,15.5,20,122,1
1250.0,0.3,90.0,49,25.6,40,344,1
1451.4,0.3,83.4,20,17.8,30,5,0
1250.0,1.94,16.7,600,47.0,90,28,0
1379.7,2.35,64.4,2060,53.7,30,75,0
1559.5,0.5,51.8,418,37.0,40,356,0
1211.1,19.21,1.4,600,32.4,40,427,0
1250.0,1.31,90.0,835,45.5,10,60,0
1202.5,0.95,85.5,600,19.7,30,41,1
1452.4,1.85,44.6,556,35.7,30,117,0
1250.0,20.41,47.4,1120,30.9,90,84,0
1305.6,0.18,155.0,1213,20.2,40,273,1
1413.0,9.27,64.9,764,41.8,50,533,0
1305.3,1.58,155.0,244,42.5,30,108,1
1162.9,17.7,54.0,105,37.6,30,102,0
1456.8,5.75,82.9,1106,45.5,40,287,0
1564.1,2.45,31.9,600,22.2,40,430,0
1208.4,5.81,14.9,600,50.5,40,197,0
1657.4,19.08,22.1,928,25.3,40,350,0
1327.9,0.33,40.3,2077,16.5,50,1073,0
1582.3,3.37,22.6,405,54.7,10,40,0
1415.5,9.83,52.5,59,47.9,40,247,0
1174.2,16.59,4.8,239,35.0,40,193,0
1250.0,11.49,4.0,119,37.5,40,407,0
1750.9,2.98,10.3,3600,31.5,40,183,0
1250.0,10.09,90.0,4168,55.7,50,1549,0
1447.6,0.06,14.9,166,18.1,40,321,0
1109.0,1.95,5.3,600,31.3,20,59,0
1523.0,0.29,12.5,600,41.2,40,165,0
1376.9,1.29,52.8,3032,28.2,80,91,0
1163.5,0.5,77.0,181,52.9,40,353,1
1461.7,0.89,9.3,576,62.4,30,86,0
1340.2,0.11,50.0,92,51.8,40,307,0
1460.4,0.31,17.3,69,30.6,30,143,0
1419.2,0.5,41.2,600,33.7,30,114,0
1165.8,3.79,9.2,1780,33.3,40,306,0
1211.4,3.12,53.7,600,21.7,40,456,1
1122.3,2.66,14.8,184,29.8,10,108,0
1426.4,5.15,11.7,179,47.8,40,511,0
1411.2,1.72,3.9,1191,61.3,40,153,0
1124.3,0.98,70.2,44,54.0,40,317,1
1504.4,0.72,10.8,600,40.1,20,53,0
1136.0,2.69,59.4,444,36.5,30,39,1
1102.8,13.35,48.2,20,37.1,20,132,0
1100.0,3.24,36.7,751,32.7,20,83,1
1400.8,8.29,31.7,600,41.8,50,1228,0
1489.6,9.04,17.0,1088,58.1,40,408,0
1158.8,9.78,155.0,617,31.5,10,62,1
1537.3,2.37,28.5,938,24.9,30,66,0
1192.5,0.43,49.7,174,24.5,80,44,1
1214.9,4.58,90.0,696,61.5,40,227,1
1431.2,7.7,26.8,30,38.6,40,438,0
1585.2,0.19,47.7,2226,51.8,40,199,0
1145.8,0.32,115.6,338,43.6,10,76,1
1666.6,0.12,22.6,600,52.2,90,27,0
1147.7,9.34,113.5,600,35.7,10,11,1
